ts,server_cpu_pct,server_mem_mib,server_fds,postgres_cpu_pct,postgres_mem_mib,postgres_connections,broker_cpu_pct,broker_mem_mib,broker_disk_mib,outbox_rows,ledger_rows,usage_rows,gc_last_pause_ms,gc_lines
2026-09-04T02:16:52Z,7.96,220.2,171,5.30,70.07,11,0.28,111.3,41,1274,1911,135,2.380,2443
2026-09-04T02:17:58Z,1.86,220.2,169,3.44,72.61,11,0.18,111.5,41,1278,1917,135,16.033,2452
2026-09-04T02:19:05Z,1.47,220.4,170,0.78,73.07,11,0.16,111.6,42,1284,1926,135,1.657,2461
2026-09-04T02:20:12Z,10.82,220.8,171,1.11,71.25,11,0.22,111.7,42,1288,1932,135,3.422,2470
2026-09-04T02:21:19Z,4.73,220.7,170,0.53,71.68,11,0.16,112,42,1292,1938,135,6.298,2479
2026-09-04T02:22:26Z,1.84,220.8,169,4.92,72.39,11,0.18,112.1,42,1296,1944,135,2.100,2487
2026-09-04T02:23:32Z,1.53,220.8,170,3.72,73.31,11,0.19,112.2,42,1300,1950,135,2.611,2497
2026-09-04T02:24:39Z,3.23,220.9,170,4.39,71.7,11,0.12,112.4,42,1306,1959,135,2.227,2505
2026-09-04T02:25:46Z,1.24,220.9,170,0.61,72.43,11,0.20,112.5,43,1310,1965,135,1.925,2514
2026-09-04T02:26:52Z,7.24,221.1,170,0.84,73,11,0.25,112.8,43,1314,1971,135,4.551,2523
2026-09-04T02:27:59Z,4.23,221.2,169,0.72,73.35,11,0.11,112.9,43,1318,1977,135,5.410,2532
2026-09-04T02:29:06Z,3.85,221.3,170,12.28,70.62,11,0.14,113,43,1324,1986,135,1.747,2541
2026-09-04T02:30:13Z,6.26,221.3,171,3.89,71.79,11,0.14,113.2,43,1328,1992,135,1.945,2550
2026-09-04T02:31:19Z,2.50,221.7,171,3.49,70.39,11,0.13,113.4,43,1332,1998,135,3.957,2559
2026-09-04T02:32:26Z,1.57,221.6,170,8.31,71.69,11,22.67,113.6,43,1336,2004,135,2.614,2568
2026-09-04T02:33:33Z,5.38,221.7,170,0.33,73.15,11,0.10,113.7,44,1340,2010,135,1.703,2576
2026-09-04T02:34:39Z,2.09,221.7,171,0.92,72.71,11,0.14,113.8,44,1346,2019,135,3.188,2586
2026-09-04T02:35:46Z,5.04,221.8,170,7.09,72.9,11,0.17,114.1,44,1350,2025,135,2.503,2595
2026-09-04T02:36:53Z,5.87,222,169,0.71,71.9,11,0.14,114.2,44,1354,2031,135,1.907,2603
2026-09-04T02:38:00Z,1.66,222.1,170,0.33,72.25,11,21.82,114.3,44,1358,2037,135,4.515,2613
2026-09-04T02:39:06Z,1.57,222.2,170,11.53,72.36,11,0.21,114.5,44,1364,2046,135,4.027,2621
2026-09-04T02:40:13Z,2.40,222.2,171,7.33,72.45,11,0.17,114.6,45,1368,2052,135,6.122,2630
2026-09-04T02:41:20Z,1.78,222.3,170,3.05,72.5,11,0.28,114.9,45,1372,2058,135,1.836,2639
2026-09-04T02:42:26Z,3.76,222.3,170,11.65,71.88,11,0.19,115,45,1376,2064,135,3.023,2648
2026-09-04T02:43:33Z,1.53,222.4,169,4.05,72.39,11,14.53,115.2,45,1381,2073,135,2.149,2657
2026-09-04T02:44:40Z,2.06,222.5,170,0.67,72.54,11,0.43,115.3,45,1386,2079,135,4.541,2666
2026-09-04T02:45:47Z,1.62,222.5,171,2.77,72.62,11,0.15,115.6,45,1390,2085,135,2.341,2675
2026-09-04T02:46:53Z,1.85,222.5,169,0.76,72.67,11,0.15,115.7,45,1394,2091,135,1.780,2684
2026-09-04T02:48:00Z,1.81,222.6,170,6.85,72.72,11,0.31,115.8,46,1398,2097,135,4.017,2693
2026-09-04T02:49:07Z,6.18,222.6,170,6.73,72.77,11,0.18,116,46,1404,2106,135,10.365,2702
2026-09-04T02:50:14Z,1.64,222.9,171,3.82,71.59,11,0.13,116.2,46,1408,2112,135,2.702,2711
2026-09-04T02:51:20Z,6.19,222.7,170,4.48,72.26,11,0.40,116.4,46,1412,2118,135,1.952,2720
2026-09-04T02:52:27Z,2.76,222.9,169,0.83,72.12,11,0.13,116.5,46,1416,2124,135,2.203,2729
2026-09-04T02:53:34Z,1.48,223,170,0.46,72.46,11,0.18,116.6,46,1422,2133,135,1.349,2738
2026-09-04T02:54:40Z,5.20,223.1,170,0.74,72.62,11,0.28,116.9,47,1426,2139,135,2.985,2747
2026-09-04T02:55:47Z,1.88,223.1,170,0.91,72.38,11,0.16,117,47,1430,2145,135,5.256,2756
2026-09-04T02:56:54Z,4.42,223.2,170,7.20,71.91,11,0.25,117.2,47,1434,2151,135,1.964,2765
2026-09-04T02:58:01Z,4.70,223.3,170,3.01,72.46,11,0.17,117.4,47,1438,2157,135,1.767,2774
2026-09-04T02:59:07Z,1.57,223.4,169,3.65,71.66,11,0.25,117.5,47,1444,2166,135,2.588,2783
2026-09-04T03:00:14Z,1.55,223.4,170,5.57,72.47,11,0.31,117.7,47,1448,2172,135,5.736,2792
2026-09-04T03:01:21Z,5.83,223.5,170,0.63,72.74,11,0.14,117.9,47,1452,2178,135,3.199,2801
2026-09-04T03:02:28Z,1.80,223.7,170,5.59,72.81,11,0.15,118,48,1456,2184,135,2.194,2810
2026-09-04T03:03:34Z,5.27,223.8,169,10.04,71.92,11,0.29,118.1,48,1462,2193,135,7.880,2819
2026-09-04T03:04:41Z,10.78,223.8,170,5.53,72.18,11,0.18,118.4,48,1466,2199,135,2.118,2827
2026-09-04T03:05:48Z,1.87,224,171,6.12,70.95,11,0.17,118.5,48,1470,2205,135,2.087,2837
2026-09-04T03:06:54Z,1.59,224.1,170,9.54,72.36,11,0.28,118.7,48,1474,2211,135,3.522,2845
2026-09-04T03:08:01Z,7.61,224.2,170,0.74,72.75,11,0.14,118.8,48,1478,2217,135,2.166,2854
2026-09-04T03:09:08Z,4.40,224.2,171,0.75,72.94,11,0.24,119,49,1484,2226,135,2.743,2864
2026-09-04T03:10:15Z,1.46,224.3,171,4.73,73.05,11,0.15,119.2,49,1488,2232,135,1.546,2872
2026-09-04T03:11:21Z,5.07,224.3,171,5.24,73.08,11,0.15,119.3,49,1492,2238,135,1.704,2881
2026-09-04T03:12:28Z,1.70,224.4,170,5.45,73.13,11,0.22,119.4,49,1496,2244,135,3.059,2890
2026-09-04T03:13:35Z,1.48,224.5,169,7.47,73.17,11,0.23,119.6,49,1502,2253,135,2.039,2899
2026-09-04T03:14:42Z,1.59,224.5,171,5.82,72.71,11,0.13,119.8,49,1506,2259,135,3.804,2908
2026-09-04T03:15:48Z,2.74,224.6,171,5.01,72.96,11,0.32,120,49,1510,2265,135,4.937,2917
2026-09-04T03:16:55Z,2.15,224.7,170,2.46,72.31,11,0.24,120.1,50,1514,2271,135,1.153,2926
2026-09-04T03:18:02Z,3.42,224.7,170,0.69,72.06,11,0.18,120.3,50,1518,2277,135,1.547,2935
2026-09-04T03:19:08Z,4.53,224.8,170,0.51,73.48,11,0.27,120.6,50,1524,2286,135,4.387,2944
2026-09-04T03:20:15Z,1.76,225.1,171,0.52,74.11,11,0.16,120.7,50,1528,2292,135,1.800,2953
2026-09-04T03:21:22Z,1.26,225.1,171,4.76,74.33,11,0.17,120.9,50,1532,2298,135,1.631,2962
2026-09-04T03:22:28Z,7.20,225.2,170,3.09,74.63,11,0.29,121,50,1536,2304,135,2.142,2971
2026-09-04T03:23:35Z,1.48,225.2,169,4.15,72.95,11,0.13,121.1,51,1542,2313,135,3.213,2980
2026-09-04T03:24:42Z,2.17,225.3,171,7.49,73.08,11,0.17,121.4,51,1546,2319,135,3.287,2989
2026-09-04T03:25:49Z,8.58,225.4,171,4.66,72.72,11,0.11,121.5,51,1550,2325,135,1.670,2998
2026-09-04T03:26:55Z,2.39,225.4,170,0.92,73.01,11,0.32,121.7,51,1554,2331,135,2.202,3007
2026-09-04T03:28:02Z,1.84,225.5,170,5.42,72.27,11,0.13,121.8,51,1558,2337,135,2.287,3016
2026-09-04T03:29:09Z,4.98,225.6,171,2.38,72.44,11,0.19,122,51,1564,2346,135,4.613,3025
2026-09-04T03:30:16Z,1.59,225.8,170,3.53,73.06,11,0.16,122.2,51,1568,2352,135,2.133,3034
2026-09-04T03:31:22Z,1.38,226,171,9.80,72.34,11,0.11,122.3,52,1572,2358,135,2.191,3043
2026-09-04T03:32:29Z,9.17,226,170,5.47,72.97,11,0.18,122.5,52,1576,2364,135,8.156,3051
2026-09-04T03:33:36Z,1.82,226.1,170,3.26,72.55,11,0.18,122.7,52,1582,2373,135,1.184,3061
2026-09-04T03:34:42Z,1.47,226.2,170,7.09,73.18,11,0.15,122.9,52,1586,2379,135,2.213,3070
2026-09-04T03:35:49Z,3.53,226.3,170,0.69,73.27,11,0.13,123,52,1590,2385,135,4.931,3078
2026-09-04T03:36:56Z,1.28,226.3,169,0.75,72.69,11,0.35,123.1,52,1594,2391,135,1.140,3088
2026-09-04T03:38:03Z,2.20,226.4,169,8.29,74.21,11,0.13,123.2,53,1598,2397,135,4.548,3097
2026-09-04T03:39:09Z,1.91,226.5,170,4.76,74.39,11,0.14,123.5,53,1604,2406,135,2.313,3105
2026-09-04T03:40:16Z,4.64,226.5,170,5.61,74.65,11,0.28,123.6,53,1608,2412,135,1.523,3115
2026-09-04T03:41:23Z,1.59,226.6,170,0.52,74.75,11,0.18,123.8,53,1612,2418,135,1.161,3123
2026-09-04T03:42:29Z,2.05,226.6,169,0.87,72.95,11,0.21,123.9,53,1616,2424,135,6.585,3132
2026-09-04T03:43:36Z,4.60,226.7,170,3.23,72.59,11,0.43,124.2,53,1622,2433,135,2.989,3141
2026-09-04T03:44:43Z,2.51,226.8,170,5.56,73.16,11,0.22,124.3,53,1626,2439,135,11.757,3150
2026-09-04T03:45:50Z,2.62,226.9,171,4.94,73.33,11,0.22,124.4,54,1630,2445,135,3.447,3159
2026-09-04T03:46:56Z,8.05,226.9,170,3.03,72.95,11,0.34,124.6,54,1634,2451,135,1.347,3169
2026-09-04T03:48:03Z,4.32,227,170,0.73,73.34,11,0.10,124.8,54,1638,2457,135,1.236,3177
2026-09-04T03:49:10Z,1.83,227.1,170,1.02,73.5,11,0.16,124.9,54,1644,2466,135,1.692,3186
2026-09-04T03:50:16Z,6.13,227.1,170,0.68,73.57,11,0.38,125.1,54,1648,2472,135,1.883,3195
2026-09-04T03:51:23Z,1.59,227.1,170,0.68,73.12,11,0.18,125.2,54,1652,2478,135,2.801,3204
2026-09-04T03:52:30Z,1.30,227.2,170,8.27,71.58,11,0.15,125.3,55,1656,2484,135,3.325,3213
2026-09-04T03:53:37Z,6.17,228.7,169,5.75,73.32,11,0.25,125.6,55,1662,2493,135,1.737,3223
2026-09-04T03:54:43Z,4.30,227.5,171,5.37,72.23,11,0.14,125.7,55,1666,2499,135,1.674,3231
2026-09-04T03:55:50Z,5.48,227.5,171,6.44,72.98,11,0.11,125.9,55,1670,2505,135,5.326,3240
2026-09-04T03:56:57Z,5.21,227.6,170,0.78,74.28,11,0.28,126,55,1674,2511,135,1.783,3249
2026-09-04T03:58:03Z,1.38,227.8,169,0.45,74.77,11,0.22,126.2,55,1680,2520,135,2.833,3258
2026-09-04T03:59:10Z,1.82,227.9,171,6.19,75.05,11,0.10,126.4,55,1684,2526,135,4.608,3267
2026-09-04T04:00:17Z,5.59,228,171,4.95,73.49,11,0.16,126.5,56,1688,2532,135,2.509,3276
2026-09-04T04:01:24Z,5.53,228,169,4.89,72.66,11,0.28,126.6,56,1692,2538,135,2.379,3285
2026-09-04T04:02:30Z,1.82,228.1,169,10.01,73.56,11,0.11,126.9,56,1696,2544,135,1.207,3294
2026-09-04T04:03:37Z,1.21,228.2,170,2.55,73.8,11,0.13,127,56,1702,2553,135,1.119,3303
2026-09-04T04:04:44Z,1.52,228.2,170,1.30,73.86,11,0.20,127.2,56,1706,2559,135,1.651,3312
2026-09-04T04:05:50Z,2.71,228.3,171,0.82,75.25,11,0.16,127.3,56,1710,2565,135,5.748,3321
2026-09-04T04:06:57Z,1.78,228.3,169,0.30,73.44,11,0.21,127.4,57,1714,2571,135,2.376,3330
2026-09-04T04:08:04Z,4.31,228.4,169,0.65,73.76,11,0.21,127.7,57,1720,2580,135,1.955,3339
2026-09-04T04:09:11Z,1.58,228.5,170,3.40,76.46,11,0.14,127.8,57,1724,2586,135,2.187,3348
2026-09-04T04:10:17Z,1.71,228.6,170,3.94,74.09,11,0.16,127.9,57,1728,2592,135,3.651,3356
2026-09-04T04:11:24Z,2.99,228.6,169,4.07,74.14,11,0.27,128.1,57,1732,2598,135,1.174,3366
2026-09-04T04:12:31Z,2.22,228.6,170,4.61,74.18,11,0.15,128.3,57,1736,2604,135,2.328,3374
2026-09-04T04:13:37Z,4.10,228.7,171,0.95,73.34,11,0.13,128.5,57,1742,2613,135,3.282,3383
2026-09-04T04:14:44Z,6.55,228.7,171,0.32,73.29,11,0.27,128.6,58,1746,2619,135,2.227,3393
2026-09-04T04:15:51Z,6.04,228.8,170,0.82,73.7,11,0.16,128.7,58,1750,2625,135,2.051,3401
2026-09-04T04:16:58Z,1.71,228.9,169,3.95,73.86,11,0.13,128.9,58,1754,2631,135,2.023,3410
2026-09-04T04:18:04Z,5.55,229,169,3.25,72.56,11,0.14,129.2,58,1760,2640,135,1.392,3419
2026-09-04T04:19:11Z,1.85,229,171,6.17,73.59,11,0.15,129.3,58,1764,2646,135,11.655,3428
2026-09-04T04:20:18Z,1.51,229.2,170,4.43,72.88,11,0.16,129.4,58,1768,2652,135,7.412,3437
2026-09-04T04:21:25Z,5.84,229.2,169,1.26,74.66,11,0.17,129.6,59,1772,2658,135,1.282,3446
2026-09-04T04:22:31Z,5.59,229.3,169,0.84,73.62,11,0.12,129.8,59,1776,2664,135,4.777,3455
2026-09-04T04:23:38Z,5.52,229.5,170,5.11,73.17,11,0.13,130,59,1782,2673,135,2.731,3464
2026-09-04T04:24:45Z,4.81,229.5,171,6.50,73.81,11,0.20,130.1,59,1786,2679,135,5.231,3473
2026-09-04T04:25:51Z,2.55,229.7,171,6.20,73.71,11,0.13,130.2,59,1790,2685,135,1.588,3482
2026-09-04T04:26:58Z,2.88,229.8,169,8.34,73.91,11,0.14,130.5,59,1794,2691,135,6.138,3491
2026-09-04T04:28:05Z,2.81,229.9,170,0.87,74,11,0.17,130.6,59,1800,2700,135,4.999,3500
2026-09-04T04:29:12Z,2.26,229.9,171,0.62,74.11,11,0.25,130.8,60,1804,2706,135,5.328,3509
2026-09-04T04:30:18Z,4.87,230,171,5.18,74.15,11,0.19,130.9,60,1808,2712,135,3.177,3518
2026-09-04T04:31:25Z,1.67,230,170,8.30,73.55,11,0.17,131,60,1812,2718,135,2.290,3527
2026-09-04T04:32:32Z,1.42,230.1,169,5.16,74.6,11,0.27,131.3,60,1816,2724,135,1.635,3536
2026-09-04T04:33:38Z,3.28,230.2,170,6.51,75.16,11,0.17,131.4,60,1822,2733,135,1.882,3545
2026-09-04T04:34:45Z,1.35,230.3,171,5.36,75.48,11,0.15,131.5,60,1826,2739,135,2.747,3553
2026-09-04T04:35:52Z,1.23,230.3,170,1.25,73.76,11,0.25,131.7,61,1830,2745,135,1.849,3562
2026-09-04T04:36:59Z,3.71,230.4,169,1.22,74.81,11,0.15,131.9,61,1834,2751,135,1.570,3571
2026-09-04T04:38:05Z,4.18,230.5,169,3.41,75.29,11,0.12,132.1,61,1840,2760,135,1.338,3580
2026-09-04T04:39:12Z,5.61,230.5,171,3.85,75.54,11,0.27,132.2,61,1844,2766,135,9.836,3589
2026-09-04T04:40:19Z,1.76,230.6,171,3.72,73.9,11,0.14,132.3,61,1848,2772,135,1.683,3598
2026-09-04T04:41:26Z,1.47,230.6,169,4.38,73.4,11,0.13,132.6,61,1852,2778,135,6.821,3607
2026-09-04T04:42:32Z,7.81,230.7,169,0.53,74.03,11,0.27,132.7,61,1856,2784,135,2.757,3616
2026-09-04T04:43:39Z,2.11,230.8,170,0.96,74.26,11,0.13,132.8,62,1862,2793,135,2.479,3625
2026-09-04T04:44:46Z,4.68,230.9,171,10.69,74.39,11,0.13,133,62,1866,2799,135,2.419,3634
2026-09-04T04:45:52Z,6.55,230.9,170,4.76,73.8,11,0.13,133.1,62,1870,2805,135,3.062,3643
2026-09-04T04:46:59Z,1.56,231,170,5.27,74.11,11,0.12,133.4,62,1874,2811,135,1.923,3652
2026-09-04T04:48:06Z,1.66,231,169,13.09,74.36,11,0.12,133.5,62,1880,2820,135,1.472,3661
2026-09-04T04:49:12Z,6.22,231.1,171,2.77,73.76,11,0.13,133.6,62,1884,2826,135,3.701,3670
2026-09-04T04:50:19Z,1.85,231.1,171,0.53,72.16,11,0.22,133.7,63,1888,2832,135,1.652,3679
2026-09-04T04:51:26Z,6.06,231.3,169,6.45,74.71,11,0.13,134,63,1892,2838,135,8.849,3688
2026-09-04T04:52:32Z,4.27,231.4,170,5.75,73.75,11,0.13,134.2,63,1896,2844,135,1.612,3697
2026-09-04T04:53:39Z,1.21,231.6,170,4.75,76.29,11,0.21,134.3,63,1902,2853,135,2.918,3706
2026-09-04T04:54:46Z,1.88,231.7,170,10.84,76.97,11,0.14,134.5,63,1906,2859,135,1.646,3715
2026-09-04T04:55:53Z,1.26,231.8,170,0.88,77.35,11,0.14,134.7,63,1910,2865,135,1.514,3724
2026-09-04T04:56:59Z,2.78,231.8,170,0.25,77.62,11,0.22,134.8,63,1914,2871,135,2.018,3733
2026-09-04T04:58:06Z,1.44,231.9,169,3.80,77.81,11,0.11,135,64,1920,2880,135,2.873,3742
2026-09-04T04:59:13Z,1.88,231.9,171,7.89,76.07,11,0.14,135.1,64,1924,2886,135,3.653,3751
2026-09-04T05:00:18Z,5.69,232,170,0.85,76.2,11,0.16,135.2,64,1928,2892,135,2.492,3760
2026-09-04T05:01:25Z,1.94,232,170,0.78,76.25,11,0.27,135.5,64,1932,2898,135,2.543,3769
2026-09-04T05:02:32Z,2.24,232.1,170,6.91,76.38,11,0.15,135.6,64,1936,2904,135,3.399,3778
2026-09-04T05:03:39Z,1.32,232.1,171,4.06,76.44,11,0.16,135.8,64,1942,2913,135,1.740,3786
2026-09-04T05:04:45Z,1.55,232.2,171,3.40,76.51,11,0.26,135.9,65,1946,2919,135,3.782,3795
2026-09-04T05:05:52Z,1.82,232.2,170,9.12,74.65,11,0.14,136,65,1950,2925,135,2.376,3804
2026-09-04T05:06:59Z,2.17,232.2,169,4.22,73.8,11,0.27,136.3,65,1954,2931,135,4.663,3813
2026-09-04T05:08:05Z,4.94,232.3,169,3.19,74.06,11,0.29,136.4,65,1960,2940,135,3.457,3822
2026-09-04T05:09:12Z,1.38,232.4,171,0.32,75.39,11,0.13,136.6,65,1964,2946,135,1.794,3831
2026-09-04T05:10:19Z,1.74,232.5,170,0.61,75.87,11,0.11,136.8,65,1968,2952,135,1.518,3841
2026-09-04T05:11:26Z,2.47,232.6,169,4.51,77.72,11,0.20,136.9,65,1972,2958,135,1.417,3850
2026-09-04T05:12:32Z,1.73,232.7,170,5.90,76.32,11,0.17,137.1,66,1976,2964,135,3.559,3858
2026-09-04T05:13:39Z,1.77,232.7,171,3.74,74.72,11,0.11,137.2,66,1982,2973,135,2.336,3867
2026-09-04T05:14:46Z,8.80,232.8,171,7.64,74.89,11,0.21,137.3,66,1986,2979,135,2.234,3876
2026-09-04T05:15:53Z,1.46,232.9,170,1.03,74.99,11,0.14,137.6,66,1990,2985,135,1.635,3885
2026-09-04T05:16:59Z,1.29,232.9,170,0.49,73.11,11,0.22,137.7,66,1994,2991,135,1.386,3894
2026-09-04T05:18:06Z,7.24,233,169,5.48,74.55,11,0.13,137.9,66,2000,3000,135,2.958,3903
2026-09-04T05:19:13Z,1.36,233.2,171,0.25,74.37,11,0.14,138,67,2004,3006,135,2.751,3912
2026-09-04T05:20:19Z,1.76,230.4,171,10.28,74.59,11,0.14,138.2,67,2008,3012,135,7.409,3920
2026-09-04T05:21:26Z,9.15,230.5,169,6.96,74.79,11,0.15,138.4,67,2012,3018,135,6.158,3929
2026-09-04T05:22:33Z,3.48,230.5,169,4.26,74.9,11,0.09,138.5,67,2016,3024,135,1.074,3939
2026-09-04T05:23:39Z,1.47,230.6,170,10.28,75.96,11,0.16,138.6,67,2022,3033,135,1.921,3947
2026-09-04T05:24:46Z,1.91,230.6,171,2.17,74.44,11,0.12,138.8,67,2026,3039,135,5.526,3956
2026-09-04T05:25:53Z,1.48,230.6,169,0.41,74.75,11,0.23,139,67,2030,3045,135,1.263,3965
2026-09-04T05:26:59Z,2.07,230.7,169,3.61,74.96,11,0.30,139.2,68,2034,3051,135,9.467,3974
2026-09-04T05:28:06Z,1.66,230.8,169,6.69,77.36,11,0.11,139.3,68,2040,3060,135,1.143,3983
2026-09-04T05:29:13Z,6.21,230.8,170,3.42,75.18,11,0.24,139.4,68,2044,3066,135,1.231,3992
2026-09-04T05:30:20Z,1.93,230.9,171,7.70,75.23,11,0.16,139.7,68,2048,3072,135,2.598,4001
2026-09-04T05:31:26Z,1.44,230.9,170,2.64,75.26,11,0.18,139.8,68,2052,3078,135,2.263,4010
2026-09-04T05:32:33Z,1.47,230.9,170,1.07,75.36,11,0.22,139.9,68,2056,3084,135,2.005,4019
2026-09-04T05:33:40Z,1.45,231,171,1.40,76.12,11,0.13,140.1,69,2062,3093,135,3.036,4028
2026-09-04T05:34:46Z,1.42,233,171,7.83,73.2,11,0.21,140.3,69,2066,3099,135,1.435,4037
2026-09-04T05:35:53Z,7.56,233.1,169,3.14,74.64,11,0.28,140.5,69,2070,3105,135,5.058,4046
2026-09-04T05:37:00Z,1.91,233.2,169,0.30,75.19,11,0.21,140.6,69,2074,3111,135,1.221,4055
2026-09-04T05:38:07Z,1.28,233.3,170,2.97,76.33,11,0.34,140.7,69,2080,3120,135,4.557,4064
2026-09-04T05:39:13Z,1.19,233.5,170,0.47,74.37,11,0.20,141,69,2084,3126,135,1.695,4073
2026-09-04T05:40:20Z,1.34,233.6,171,5.27,74.87,11,0.11,141.1,69,2088,3132,135,1.905,4082
2026-09-04T05:41:27Z,1.71,233.7,170,13.23,75.1,11,0.22,141.2,70,2092,3138,135,1.731,4090
2026-09-04T05:42:33Z,5.84,234.1,169,5.55,75.28,11,0.13,141.4,70,2098,3147,135,1.559,4100
2026-09-04T05:43:40Z,4.69,233.9,171,0.67,75.45,11,0.15,141.5,70,2102,3153,135,2.244,4109
2026-09-04T05:44:47Z,1.86,234.1,171,7.61,73.56,11,0.25,141.8,70,2106,3159,135,4.994,4117
2026-09-04T05:45:54Z,6.43,233.9,169,0.57,74.19,11,0.13,141.9,70,2110,3165,135,1.375,4126
2026-09-04T05:47:00Z,1.24,234.1,170,6.29,75.11,11,0.13,142,70,2114,3171,135,2.285,4136
2026-09-04T05:48:07Z,1.27,234.2,170,12.21,75.32,11,0.13,142.2,71,2120,3180,135,1.317,4144
2026-09-04T05:49:14Z,2.17,234.3,171,3.80,74.74,11,0.13,142.4,71,2124,3186,135,1.851,4153
2026-09-04T05:50:20Z,4.38,234.3,171,7.94,75.33,11,0.29,142.5,71,2128,3192,135,1.660,4163
2026-09-04T05:51:27Z,1.86,234.4,170,7.06,75.48,11,0.23,142.7,71,2132,3198,135,2.305,4171
2026-09-04T05:52:34Z,2.03,234.4,170,0.30,75.56,11,0.20,142.8,71,2138,3207,135,2.567,4180
2026-09-04T05:53:40Z,1.72,234.5,171,0.27,75.68,11,0.20,143.1,71,2142,3213,135,1.542,4190
2026-09-04T05:54:47Z,1.52,234.5,170,1.10,75.69,11,0.18,143.2,71,2146,3219,135,1.184,4198
2026-09-04T05:55:54Z,1.35,234.5,170,5.24,75.7,11,0.14,143.3,72,2150,3225,135,2.037,4207
2026-09-04T05:57:01Z,3.15,234.6,170,3.62,75.72,11,0.30,143.5,72,2154,3231,135,1.250,4216
2026-09-04T05:58:07Z,5.58,234.6,169,3.99,75.77,11,0.15,143.6,72,2160,3240,135,1.349,4225
2026-09-04T05:59:14Z,1.18,234.6,170,5.50,75.8,11,0.23,143.8,72,2164,3246,135,1.174,4234
2026-09-04T06:00:21Z,6.62,234.7,171,0.65,75.02,11,0.12,144,72,2168,3252,135,3.576,4243
2026-09-04T06:01:27Z,2.25,234.7,170,3.99,75.44,11,0.18,144.1,72,2172,3258,135,1.595,4252
2026-09-04T06:02:34Z,2.55,234.8,169,4.45,74.98,11,0.22,144.2,73,2178,3267,135,3.693,4261
2026-09-04T06:03:41Z,6.26,235,171,5.70,75.46,11,0.12,144.5,73,2182,3273,135,4.760,4270
2026-09-04T06:04:47Z,3.70,235.1,171,5.17,74.89,11,0.16,144.6,73,2186,3279,135,1.315,4279
2026-09-04T06:05:54Z,2.20,235.1,170,8.88,75.79,11,0.13,144.8,73,2190,3285,135,2.572,4287
2026-09-04T06:07:01Z,6.65,235.3,170,0.97,74.95,11,0.27,144.9,73,2194,3291,135,6.908,4296
2026-09-04T06:08:08Z,3.18,235.4,171,1.19,75.46,11,0.11,145.1,73,2200,3300,135,1.893,4306
2026-09-04T06:09:14Z,1.41,235.5,171,3.85,75.66,11,0.25,145.3,73,2204,3306,135,1.707,4314
2026-09-04T06:10:21Z,5.86,235.6,170,3.74,75.06,11,0.14,145.4,74,2208,3312,135,2.690,4323
2026-09-04T06:11:28Z,5.37,235.6,169,3.69,76.6,11,0.19,145.5,74,2212,3318,135,1.571,4333
2026-09-04T06:12:34Z,1.23,235.7,170,4.85,75.32,11,0.16,145.7,74,2218,3327,135,1.416,4342
2026-09-04T06:13:41Z,1.88,235.8,170,0.37,75.57,11,0.15,145.9,74,2222,3333,135,1.811,4351
2026-09-04T06:14:48Z,1.34,235.9,171,3.31,74.89,11,0.25,146.1,74,2226,3339,135,1.224,4360
2026-09-04T06:15:55Z,1.08,235.9,169,6.07,75.45,11,0.13,146.2,74,2230,3345,135,2.873,4369
2026-09-04T06:17:01Z,1.50,236,169,2.27,75.78,11,0.32,146.3,75,2234,3351,135,2.903,4377
2026-09-04T06:18:08Z,8.23,236.1,170,0.74,75.23,11,0.28,146.6,75,2240,3360,135,1.492,4387
2026-09-04T06:19:15Z,1.51,236.1,171,0.40,75.72,11,0.14,146.7,75,2244,3366,135,1.472,4396
2026-09-04T06:20:22Z,1.72,236.2,171,4.82,75.8,11,0.13,146.8,75,2248,3372,135,5.754,4405
2026-09-04T06:21:28Z,1.74,236.3,169,5.98,75.92,11,0.20,147,75,2252,3378,135,3.746,4414
2026-09-04T06:22:35Z,1.79,236.3,170,1.67,76.91,11,0.18,147.1,75,2258,3387,135,5.546,4423
2026-09-04T06:23:42Z,1.49,236.3,171,0.67,77.24,11,0.11,147.4,75,2262,3393,135,3.348,4431
2026-09-04T06:24:49Z,3.54,236.4,171,3.43,77.55,11,0.23,147.6,76,2266,3399,135,2.262,4441
2026-09-04T06:25:55Z,2.64,236.4,170,3.32,76.07,11,0.12,147.7,76,2270,3405,135,2.172,4450
2026-09-04T06:27:02Z,1.74,236.6,170,5.36,74.66,11,0.35,147.8,76,2274,3411,135,1.240,4458
2026-09-04T06:28:09Z,2.72,236.6,170,3.99,75.41,11,0.15,148.1,76,2280,3420,135,1.500,4468
2026-09-04T06:29:15Z,2.09,236.8,170,0.58,75.75,11,0.11,148.2,76,2284,3426,135,3.126,4477
2026-09-04T06:30:22Z,1.58,236.8,170,4.98,75.88,11,0.14,148.4,76,2288,3432,135,1.195,4485
2026-09-04T06:31:29Z,9.81,236.8,169,3.75,76,11,0.18,148.5,77,2292,3438,135,6.723,4495
2026-09-04T06:32:36Z,1.52,236.9,169,6.28,76.11,11,0.10,148.8,77,2298,3447,135,1.186,4504
2026-09-04T06:33:42Z,1.44,236.9,171,4.68,75.8,11,0.15,148.9,77,2302,3453,135,2.226,4513
2026-09-04T06:34:49Z,6.75,237,171,0.84,75.04,11,0.15,149,77,2306,3459,135,1.626,4521
